"Pk","Player","College","draft_year","athlete_id","team_id","athlete_position_name","athlete_headshot_href","team_location","team_logo","minutes","field_goals_made","field_goals_attempted","three_point_field_goals_made","three_point_field_goals_attempted","free_throws_made","free_throws_attempted","offensive_rebounds","defensive_rebounds","rebounds","assists","steals","blocks","turnovers","fouls","points","games"
5,"Shelden Williams","Duke",2006,11146,150,"Forward",NA,"Duke","https://a.espncdn.com/i/teamlogos/ncaa/500/150.png",33.28,6.58,11.39,0.06,0.17,5.58,7.5,3.25,7.42,10.67,1.08,1.67,3.81,2.47,3.17,18.81,36
6,"Brandon Roy","Washington",2006,11305,264,"Guard",NA,"Washington","https://a.espncdn.com/i/teamlogos/ncaa/500/264.png",31.7,6.91,13.61,1.18,2.94,5.18,6.39,2.09,3.55,5.64,4.09,1.39,0.79,2.27,2.45,20.18,33
7,"Randy Foye","Villanova",2006,11153,222,"Guard",NA,"Villanova","https://a.espncdn.com/i/teamlogos/ncaa/500/222.png",34.7,6.85,16.67,2.7,7.7,4.12,5.21,1.64,4.12,5.76,3.03,1.39,0.64,2.15,2.15,20.52,33
8,"Rudy Gay","UConn",2006,22420,41,"Forward",NA,"UConn","https://a.espncdn.com/i/teamlogos/ncaa/500/41.png",30.78,5.72,12.47,0.88,2.75,2.88,3.97,1.97,4.28,6.25,2.06,1.66,1.56,2.53,2.28,15.19,32
9,"Patrick O'Bryant","Bradley",2006,23015,71,"Center",NA,"Bradley","https://a.espncdn.com/i/teamlogos/ncaa/500/71.png",25.68,5.32,9.64,0,0,2.76,4.08,2.92,5.36,8.28,0.84,0.88,2.88,2.08,2.96,13.4,25
11,"JJ Redick","Duke",2006,11144,150,"Forward",NA,"Duke","https://a.espncdn.com/i/teamlogos/ncaa/500/150.png",37.11,8.39,17.86,3.86,9.17,6.14,7.11,0.19,1.78,1.97,2.64,1.44,0.06,2.5,1.5,26.78,36
12,"Hilton Armstrong","UConn",2006,11222,41,"Forward/Center",NA,"UConn","https://a.espncdn.com/i/teamlogos/ncaa/500/41.png",27.7,3.48,5.73,0.03,0.06,2.67,3.91,2,4.67,6.67,0.76,0.64,3.24,2.15,2.79,9.67,33
14,"Ronnie Brewer","Arkansas",2006,15533,8,"Guard",NA,"Arkansas","https://a.espncdn.com/i/teamlogos/ncaa/500/8.png",34.75,6.16,13.97,1.59,4.72,4.5,6,1.22,3.59,4.81,3.25,2.59,0.47,2.19,1.44,18.41,32
15,"Cedric Simmons","NC State",2006,22347,152,"Center",NA,"NC State","https://a.espncdn.com/i/teamlogos/ncaa/500/152.png",27.5,4,6.81,0.06,0.06,3.75,5.53,1.75,4.59,6.34,1.69,0.66,2.5,1.84,3.06,11.81,32
16,"Rodney Carney","Memphis",2006,10987,235,"Forward",NA,"Memphis","https://a.espncdn.com/i/teamlogos/ncaa/500/235.png",27.22,5.95,13.65,2.76,7.05,2.54,3.57,1.54,2.73,4.27,1.27,1.32,0.68,1.46,2.27,17.19,37
17,"Shawne Williams","Memphis",2006,22287,235,"Forward",NA,"Memphis","https://a.espncdn.com/i/teamlogos/ncaa/500/235.png",27.28,4.33,10.42,1.33,4.28,3.17,4.03,1.72,4.44,6.17,1.86,1.39,1.36,2.25,2.92,13.17,36
19,"Quincy Douby","Rutgers University",2006,15447,164,"Guard",NA,"Rutgers","https://a.espncdn.com/i/teamlogos/ncaa/500/164.png",37.07,8.87,19.03,3.6,8.87,4.33,5.2,0.9,3.57,4.47,3.27,1.73,0.83,2.8,1.93,25.67,30
20,"Renaldo Balkman","South Carolina",2006,15457,2579,"Forward",NA,"South Carolina","https://a.espncdn.com/i/teamlogos/ncaa/500/2579.png",25.74,4,6.58,0.11,0.34,1.47,2.74,2.13,4.16,6.29,1.92,1.71,1.26,1.71,2.21,9.58,38
21,"Rajon Rondo","Kentucky",2006,22099,96,"Guard",NA,"Kentucky","https://a.espncdn.com/i/teamlogos/ncaa/500/96.png",30.97,4.27,8.97,0.55,1.97,2,3.55,1.03,5,6.03,4.88,2.03,0.15,2.27,2.06,11.09,33
22,"Marcus Williams","UConn",2006,15343,41,"Guard",NA,"UConn","https://a.espncdn.com/i/teamlogos/ncaa/500/41.png",33.35,3.61,8.87,1.04,2.61,4.09,4.74,0.78,3.09,3.87,8.61,0.91,0.22,3.7,1.65,12.35,23
22,"Marcus Williams","UConn",2006,27119,12,"Forward",NA,"Arizona","https://a.espncdn.com/i/teamlogos/ncaa/500/12.png",28.84,4.84,10.59,0.91,2.03,2.5,3.38,1.78,2.78,4.56,1.84,1,0.53,1.72,1.78,13.09,32
23,"Josh Boone","UConn",2006,15340,41,"Forward/Center",NA,"UConn","https://a.espncdn.com/i/teamlogos/ncaa/500/41.png",27.06,4.03,7.06,0,0,2.24,4.06,3.06,3.97,7.03,0.67,0.39,2,1.27,2.18,10.3,33
24,"Kyle Lowry","Villanova",2006,22441,222,"Guard",NA,"Villanova","https://a.espncdn.com/i/teamlogos/ncaa/500/222.png",29.3,3.55,7.61,0.24,0.55,3.67,4.67,1.82,2.52,4.33,3.7,2.33,0.24,2.12,2.85,11,33
25,"Shannon Brown","Michigan State",2006,15579,127,"Guard",NA,"Michigan State","https://a.espncdn.com/i/teamlogos/ncaa/500/127.png",35.18,5.94,12.74,1.88,4.82,3.44,4.15,1.12,3.29,4.41,2.74,1.47,0.15,2.5,2.29,17.21,34
26,"Jordan Farmar","UCLA",2006,22165,26,"Guard",NA,"UCLA","https://a.espncdn.com/i/teamlogos/ncaa/500/26.png",30.86,4.72,11.5,1.72,5.14,2.53,3.53,0.58,1.92,2.5,5.14,1.14,0.25,3.69,1.69,13.69,36
28,"Maurice Ager","Michigan State",2006,11118,127,"Guard",NA,"Michigan State","https://a.espncdn.com/i/teamlogos/ncaa/500/127.png",34.41,6.65,14.56,2.44,6.5,3.56,4.68,0.71,3.38,4.09,2.47,0.68,0.32,2.56,2.38,19.29,34
29,"Mardy Collins","Temple",2006,12299,218,"Guard",NA,"Temple","https://a.espncdn.com/i/teamlogos/ncaa/500/218.png",37.88,6.31,14.62,1.31,4.28,2.81,4.72,1.44,3.25,4.69,3.97,2.78,0.19,2.03,2.22,16.75,32
31,"James White","Cincinnati",2006,4976,2132,"Guard/Forward",NA,"Cincinnati","https://a.espncdn.com/i/teamlogos/ncaa/500/2132.png",33.28,5.44,11.03,1.5,4.03,3.94,4.69,1.25,3.84,5.09,1.97,1.06,0.88,2.28,2.66,16.31,32
32,"Steve Novak","Marquette",2006,10981,269,"Forward",NA,"Marquette","https://a.espncdn.com/i/teamlogos/ncaa/500/269.png",34.03,5.57,11.73,3.97,8.43,2.47,2.53,1.13,4.87,6,1.27,0.63,0.13,1,2.13,17.57,30
33,"Solomon Jones","South Florida",2006,22122,58,"Forward/Center",NA,"South Florida","https://a.espncdn.com/i/teamlogos/ncaa/500/58.png",36.15,4.93,10.3,0,0.07,3.74,4.81,3.33,6.59,9.93,1.41,0.78,3.07,3.3,3.37,13.59,27
34,"Paul Davis","Michigan State",2006,11119,127,"Center",NA,"Michigan State","https://a.espncdn.com/i/teamlogos/ncaa/500/127.png",30.85,6.24,11.03,0.18,0.58,4.85,5.58,2.64,6.48,9.12,1.64,1.03,0.88,2.45,3.12,17.52,33
35,"P.J. Tucker","Texas",2006,15180,251,"Forward",NA,"Texas","https://a.espncdn.com/i/teamlogos/ncaa/500/251.png",34.5,6.08,11.78,0.06,0.08,3.75,4.97,2.78,6.72,9.5,2.94,1.81,0.33,3.11,2.86,15.97,36
36,"Craig Smith","Boston College",2006,11225,103,"Forward",NA,"Boston College","https://a.espncdn.com/i/teamlogos/ncaa/500/103.png",36.46,6.77,11.86,0.03,0.34,4.11,6.37,3.03,6.29,9.31,3.11,1.2,0.77,2.49,2.97,17.69,35
37,"Bobby Jones","Washington",2006,11303,264,"Forward",NA,"Washington","https://a.espncdn.com/i/teamlogos/ncaa/500/264.png",26.48,3.42,7.24,0.88,2.67,2.67,3.58,2.09,2.85,4.94,1.3,1.21,0.52,2,3.15,10.39,33
39,"David Noel","UNC",2006,11874,153,"Forward",NA,"North Carolina","https://a.espncdn.com/i/teamlogos/ncaa/500/153.png",33.63,5.13,9.63,1.3,3,1.37,2.27,2.43,4.43,6.87,3.47,1.07,0.73,3.03,2.63,12.93,30
40,"Denham Brown","UConn",2006,11223,41,"Forward",NA,"UConn","https://a.espncdn.com/i/teamlogos/ncaa/500/41.png",23.45,3.74,9.16,0.97,2.97,2.55,2.94,1.32,3.06,4.39,1.32,0.81,0.35,1.58,1.68,11,31
41,"James Augustine","Illinois",2006,10944,356,"Forward/Center",NA,"Illinois","https://a.espncdn.com/i/teamlogos/ncaa/500/356.png",32.39,5.26,8.35,0.03,0.06,3.03,4.71,2.9,6.03,8.94,1.68,1.35,0.74,1.9,2.55,13.58,31
42,"Daniel Gibson","Texas",2006,22517,251,"Guard",NA,"Texas","https://a.espncdn.com/i/teamlogos/ncaa/500/251.png",33.25,4.47,10.97,2.78,7.22,1.83,2.53,1.17,2.47,3.64,3.14,1.22,0.33,1.92,2.36,13.56,36
45,"Alexander Johnson","Florida State",2006,15567,52,"Forward",NA,"Florida State","https://a.espncdn.com/i/teamlogos/ncaa/500/52.png",25.14,4.36,8.21,0.29,1,4.18,5.89,2.61,5,7.61,0.71,0.96,1.04,2.82,3.21,13.18,28
46,"Dee Brown","Illinois",2006,10945,356,"Guard",NA,"Illinois","https://a.espncdn.com/i/teamlogos/ncaa/500/356.png",35.71,4.77,13.03,2.45,7.35,2.45,3.16,0.48,2.74,3.23,5.9,1.55,0.03,2.71,1.84,14.45,31
47,"Paul Millsap","Louisiana Tech",2006,15625,2348,"Forward",NA,"Louisiana Tech","https://a.espncdn.com/i/teamlogos/ncaa/500/2348.png",34.57,7.8,13.6,0.13,0.4,3.77,6.03,6.2,7.43,13.63,1.1,1.97,2.43,2.7,3.17,19.5,30
49,"Leon Powe","California",2006,15302,25,"Forward",NA,"California","https://a.espncdn.com/i/teamlogos/ncaa/500/25.png",35.3,6.59,13.3,0.11,0.33,7.19,10,3.3,6.81,10.11,1.41,0.89,0.56,2.44,2.48,20.48,27
50,"Ryan Hollins","UCLA",2006,13603,26,"Center",NA,"UCLA","https://a.espncdn.com/i/teamlogos/ncaa/500/26.png",21.78,2.56,4.09,0,0,1.88,3.12,2,2.88,4.88,0.28,0.22,0.81,1.12,2.59,7,32
52,"Guillermo Diaz","Miami (FL)",2006,15434,2390,"Guard",NA,"Miami","https://a.espncdn.com/i/teamlogos/ncaa/500/2390.png",35.37,5.77,14.1,2.3,6.43,3.4,4.33,0.5,2.5,3,2.77,1.27,0.23,1.83,1.7,17.23,30
54,"Hassan Adams","Arizona",2006,11309,12,"Guard",NA,"Arizona","https://a.espncdn.com/i/teamlogos/ncaa/500/12.png",33.2,7.5,15.7,0.53,2.07,1.87,3.1,2.2,2.83,5.03,2.9,2.53,0.43,2.23,2,17.4,30
60,"Will Blalock","Iowa State",2006,15217,66,"Guard",NA,"Iowa State","https://a.espncdn.com/i/teamlogos/ncaa/500/66.png",35.81,6.04,13.52,1.63,4.15,2.11,3.15,0.85,2.37,3.22,5.67,2.11,0.07,3.11,1.96,15.81,27
1,"Greg Oden","Ohio State",2007,31545,194,"Center",NA,"Ohio State","https://a.espncdn.com/i/teamlogos/ncaa/500/194.png",28.71,5.84,9.42,0,0,3.9,6.19,3.58,6,9.58,0.65,0.58,3.35,2.06,2.74,15.58,31
2,"Kevin Durant","Texas",2007,31579,251,"Guard/Forward",NA,"Texas","https://a.espncdn.com/i/teamlogos/ncaa/500/251.png",35.86,8.74,18.49,2.34,5.8,5.97,7.31,3.03,8.11,11.14,1.31,1.89,1.91,2.83,2.03,25.8,35
3,"Al Horford","Florida",2007,24424,57,"Forward/Center",NA,"Florida","https://a.espncdn.com/i/teamlogos/ncaa/500/57.png",27.95,4.86,8.11,0,0.08,3.38,5.3,2.49,7.05,9.54,2.14,0.73,1.89,1.84,2.49,13.11,37
4,"Mike Conley","Ohio State",2007,31544,194,"Guard",NA,"Ohio State","https://a.espncdn.com/i/teamlogos/ncaa/500/194.png",31.68,4.16,8.05,0.57,1.81,2.41,3.59,0.68,2.78,3.46,6.08,2.19,0.24,2.19,1.57,11.3,37
5,"Jeff Green","Georgetown",2007,22425,46,"Forward",NA,"Georgetown","https://a.espncdn.com/i/teamlogos/ncaa/500/46.png",33.5,5.42,10.5,0.97,2.61,2.64,3.42,1.67,4.72,6.39,3.14,0.81,1.19,2.58,2.44,14.44,36
7,"Corey Brewer","Florida",2007,22151,57,"Forward",NA,"Florida","https://a.espncdn.com/i/teamlogos/ncaa/500/57.png",28.56,4.58,9.5,1.11,3.22,3.03,4.19,1.11,3.56,4.67,3,1.86,0.42,2.58,1.92,13.31,36
8,"Brandan Wright","UNC",2007,31611,153,"Forward",NA,"North Carolina","https://a.espncdn.com/i/teamlogos/ncaa/500/153.png",27.53,6.18,9.44,0,0,2.26,4.03,2.18,3.74,5.91,1.06,0.97,1.62,1.62,1.38,14.62,34
9,"Joakim Noah","Florida",2007,22154,57,"Forward/Center",NA,"Florida","https://a.espncdn.com/i/teamlogos/ncaa/500/57.png",25.82,4.38,7.21,0.03,0.03,3.28,4.9,2.62,5.85,8.46,2.21,1.1,1.77,2.51,2.26,12.08,39
10,"Spencer Hawes","Washington",2007,31657,264,"Center",NA,"Washington","https://a.espncdn.com/i/teamlogos/ncaa/500/264.png",28.9,6.23,11.71,0.03,0.1,2.39,3.16,1.97,4.39,6.35,1.94,0.52,1.74,2.52,2.26,14.87,31
11,"Acie Law","Texas A&M",2007,15169,245,"Guard",NA,"Texas A&M","https://a.espncdn.com/i/teamlogos/ncaa/500/245.png",33.91,6.35,12.71,1.12,2.44,4.24,5.44,0.24,3.09,3.32,4.97,1.15,0.03,2.59,2.44,18.06,34
12,"Thaddeus Young","Georgia Tech",2007,31619,59,"Forward",NA,"Georgia Tech","https://a.espncdn.com/i/teamlogos/ncaa/500/59.png",29.43,5.77,11.93,1.27,2.97,1.6,2.2,2.27,2.6,4.87,2.07,1.3,0.4,2.13,1.93,14.4,30
13,"Julian Wright","Kansas",2007,27143,2305,"Forward",NA,"Kansas","https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png",27.86,4.97,9.08,0.08,0.33,1.94,3.11,2.44,5.31,7.75,2.28,1.5,1.33,2.44,2.44,11.97,36
14,"Al Thornton","Florida State",2007,15564,52,"Forward",NA,"Florida State","https://a.espncdn.com/i/teamlogos/ncaa/500/52.png",31.2,6.97,13.14,1.03,2.31,4.74,6,3.03,4.14,7.17,0.69,1.51,1.14,2.49,2.71,19.71,35
15,"Rodney Stuckey","Eastern Washington",2007,22937,331,"Guard",NA,"Eastern Washington","https://a.espncdn.com/i/teamlogos/ncaa/500/331.png",33.07,7.71,17.32,1.43,5.5,7.39,8.75,1.21,3.5,4.71,5.64,2.46,0.29,3.29,2.36,24.25,28
16,"Nick Young","USC",2007,22162,30,"Guard/Forward",NA,"USC","https://a.espncdn.com/i/teamlogos/ncaa/500/30.png",33.36,6.44,12.33,1.19,2.67,3.42,4.36,1.19,3.5,4.69,1.33,0.69,0.28,2.44,2.5,17.5,36
17,"Sean Williams","Boston College",2007,22199,103,"Center",NA,"Boston College","https://a.espncdn.com/i/teamlogos/ncaa/500/103.png",32,4.5,8,0,0,3.86,5.29,2.36,4.36,6.71,1.14,1.36,4.5,2.21,3.21,12.86,14
19,"Javaris Crittenton","Georgia Tech",2007,31615,59,"Guard",NA,"Georgia Tech","https://a.espncdn.com/i/teamlogos/ncaa/500/59.png",31.32,5,11.03,1.16,3.19,3.42,4.39,0.9,2.81,3.71,5.77,2.1,0.06,3.87,2.03,14.58,31
20,"Jason Smith","Colorado State",2007,22251,36,"Forward",NA,"Colorado State","https://a.espncdn.com/i/teamlogos/ncaa/500/36.png",30.03,5.79,9.97,0,0.1,5.14,6.66,3.28,6.97,10.24,1.93,0.52,1.55,3.38,3.14,16.72,29
20,"Jason Smith","Colorado State",2007,32610,2736,"Guard",NA,"Winston Salem","https://a.espncdn.com/i/teamlogos/ncaa/500/2736.png",5.78,0.11,1.11,0,0.11,0.22,0.44,0.11,0.44,0.56,0,0.56,0,1,0.78,0.44,9
21,"Daequan Cook","Ohio State",2007,31547,194,"Guard",NA,"Ohio State","https://a.espncdn.com/i/teamlogos/ncaa/500/194.png",19.62,3.51,8.05,1.32,3.3,1.19,1.73,0.65,3.65,4.3,1.08,0.76,0.27,1.46,1.73,9.54,37
22,"Jared Dudley","Boston College",2007,17911,103,"Forward",NA,"Boston College","https://a.espncdn.com/i/teamlogos/ncaa/500/103.png",38.41,6.52,11.52,1.31,2.93,4.76,6.38,3.07,5.34,8.41,3.03,1.31,0.34,2.55,2.17,19.1,29
23,"Wilson Chandler","DePaul",2007,27031,305,"Forward",NA,"DePaul","https://a.espncdn.com/i/teamlogos/ncaa/500/305.png",31.55,5.7,12.64,1.06,3.33,2.12,3.24,1.85,5.06,6.91,1.42,0.67,1.36,1.61,2.76,14.58,33
25,"Morris Almond","Rice University",2007,15209,242,"Forward",NA,"Rice","https://a.espncdn.com/i/teamlogos/ncaa/500/242.png",33.41,8.22,17,2.41,5.28,7.53,8.91,1.34,5.22,6.56,1.16,1.19,0.75,3.41,2.12,26.38,32
26,"Aaron Brooks","Oregon",2007,15304,2483,"Guard",NA,"Oregon","https://a.espncdn.com/i/teamlogos/ncaa/500/2483.png",36.83,6.09,13.23,2.29,5.66,3.29,3.89,0.89,3.37,4.26,4.26,1.37,0.17,2.54,2.51,17.74,35
27,"Arron Afflalo","UCLA",2007,22163,26,"Guard",NA,"UCLA","https://a.espncdn.com/i/teamlogos/ncaa/500/26.png",33.03,5.88,12.76,2.5,6.5,2.71,3.41,0.44,2.44,2.88,1.97,0.56,0.21,1.79,1.88,16.97,34
29,"Alando Tucker","Wisconsin",2007,12288,275,"Forward",NA,"Wisconsin","https://a.espncdn.com/i/teamlogos/ncaa/500/275.png",32.69,7,15.03,1.09,3.43,4.54,6.94,2.11,3.26,5.37,2.09,0.89,0.29,1.66,1.29,19.63,35
31,"Carl Landry","Purdue",2007,22137,2509,"Forward",NA,"Purdue","https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png",30.72,6.38,10.75,0.12,0.56,5.72,7.97,3.06,4.34,7.41,1.28,1.19,1,3.03,2.97,18.59,32
32,"Gabe Pruitt","USC",2007,22161,30,"Guard",NA,"USC","https://a.espncdn.com/i/teamlogos/ncaa/500/30.png",33.12,4,9.62,1.85,5.27,2.62,3.27,0.58,2.23,2.81,4.35,1.81,0.27,1.85,2.15,12.46,26
33,"Marcus Williams","Arizona",2007,27119,12,"Forward",NA,"Arizona","https://a.espncdn.com/i/teamlogos/ncaa/500/12.png",33.21,6.52,13.28,0.79,2.69,2.83,4,2.07,4.55,6.62,2.31,1.1,0.79,2.69,2.24,16.66,29
33,"Marcus Williams","Arizona",2007,32217,2597,"Guard",NA,"St. Francis Brooklyn","https://a.espncdn.com/i/teamlogos/ncaa/500/2597.png",33.07,3.07,7.31,0.24,1.03,1.9,3.31,1.93,3.24,5.17,2.76,1.62,0.28,3.45,3,8.28,29
34,"Nick Fazekas","Nevada",2007,15206,2440,"Forward",NA,"Nevada","https://a.espncdn.com/i/teamlogos/ncaa/500/2440.png",30.37,7.8,13.7,0.9,2,4.1,4.87,3,7.8,10.8,1.7,0.77,1.47,1.97,2.43,20.6,30
35,"Glen Davis","LSU",2007,22261,99,"Forward",NA,"LSU","https://a.espncdn.com/i/teamlogos/ncaa/500/99.png",35.03,6.14,12.69,0.59,1.69,4.79,6.72,3.9,6.55,10.45,2.28,1.1,0.97,2.83,2.31,17.66,29
36,"Jermareo Davidson","Alabama",2007,15390,333,"Forward",NA,"Alabama","https://a.espncdn.com/i/teamlogos/ncaa/500/333.png",32.27,4.97,12.2,0.13,0.53,3.9,5.03,2.1,6.13,8.23,1.47,0.77,2.33,1.67,1.8,13.97,30
37,"Josh McRoberts","Duke",2007,27022,150,"Forward/Center",NA,"Duke","https://a.espncdn.com/i/teamlogos/ncaa/500/150.png",35.25,4.88,9.75,0.16,0.72,2.94,4.34,2.12,5.81,7.94,3.44,1.09,2.38,2.41,2.53,12.84,32
41,"Chris Richard","Florida",2007,15387,57,"Forward/Center",NA,"Florida","https://a.espncdn.com/i/teamlogos/ncaa/500/57.png",18.44,2.44,3.49,0,0,1.28,2.05,1.54,2.1,3.64,0.41,0.33,0.28,1.21,2.31,6.15,39
42,"Derrick Byars","Vanderbilt",2007,11772,238,"Guard/Forward",NA,"Vanderbilt","https://a.espncdn.com/i/teamlogos/ncaa/500/238.png",31.94,6.1,13.39,2.32,6.26,2.61,3.71,1.61,3.29,4.9,3.48,1.39,0.13,2.35,2.35,17.13,31
43,"Adam Haluska","Iowa",2007,11882,2294,"Guard",NA,"Iowa","https://a.espncdn.com/i/teamlogos/ncaa/500/2294.png",34.52,6.13,15.03,2.9,8,5.39,6.19,0.87,3.77,4.65,2.58,1.35,0.26,1.71,1.74,20.55,31
44,"Reyshawn Terry","UNC",2007,15484,153,"Forward",NA,"North Carolina","https://a.espncdn.com/i/teamlogos/ncaa/500/153.png",21.91,3.43,6.94,1.2,2.71,1.83,2.46,1.29,4.14,5.43,1.69,0.63,0.63,1.89,2.23,9.89,35
45,"Jared Jordan","Marist College",2007,15988,2368,"Guard",NA,"Marist","https://a.espncdn.com/i/teamlogos/ncaa/500/2368.png",37.94,5.97,14.06,1.7,5.7,3.52,5.09,1.39,4.48,5.88,8.67,1.36,0.06,3.33,1.64,17.15,33
46,"Stephane Lasme","UMass",2007,15226,113,"Forward",NA,"UMass","https://a.espncdn.com/i/teamlogos/ncaa/500/113.png",30.47,4.91,8.12,0,0,3.56,5.72,3.91,5.62,9.53,0.88,0.84,4.91,2.38,3.38,13.38,32
47,"Dominic McGuire","Fresno State",2007,15301,278,"Guard/Forward",NA,"Fresno State","https://a.espncdn.com/i/teamlogos/ncaa/500/278.png",32.86,4.86,10.14,0.69,2,2.97,5.28,2.17,7.55,9.72,3.38,0.86,3.55,3.69,2.86,13.38,29
49,"Aaron Gray","Pitt",2007,15476,221,"Center",NA,"Pittsburgh","https://a.espncdn.com/i/teamlogos/ncaa/500/221.png",28.22,5.67,10.03,0,0,2.53,4.61,3.33,6.14,9.47,1.69,0.42,1.72,1.53,2.53,13.86,36
51,"JamesOn Curry","Oklahoma State",2007,22362,197,"Guard",NA,"Oklahoma State","https://a.espncdn.com/i/teamlogos/ncaa/500/197.png",37,5.94,12.94,2.52,6.18,3.3,4.12,0.39,2.64,3.03,3.79,1.24,0.33,3.12,2.09,17.7,33
52,"Taurean Green","Florida",2007,22153,57,"Guard",NA,"Florida","https://a.espncdn.com/i/teamlogos/ncaa/500/57.png",33.15,3.85,8.72,2.03,5.08,3.46,4.1,0.23,2.15,2.38,3.72,1.03,0.03,2.64,1.54,13.18,39
53,"Demetris Nichols","Syracuse",2007,15402,183,"Forward",NA,"Syracuse","https://a.espncdn.com/i/teamlogos/ncaa/500/183.png",34.85,6.3,14.12,2.79,6.82,3.12,3.73,1.33,3.91,5.24,1.58,1.42,0.91,2.24,2,18.52,33
55,"Herbert Hill","Providence",2007,11294,2507,"Forward/Center",NA,"Providence","https://a.espncdn.com/i/teamlogos/ncaa/500/2507.png",32.41,7.97,12.41,0,0.03,2.66,4.45,3.45,5.76,9.21,1.55,1,2.97,2.9,2.86,18.59,29
56,"Ramon Sessions","Nevada",2007,23275,2440,"Guard",NA,"Nevada","https://a.espncdn.com/i/teamlogos/ncaa/500/2440.png",30.16,3.97,8.87,0.61,1.45,3.52,4.16,1.16,3.65,4.81,4.84,0.87,0.23,2.58,1.19,12.06,31
57,"Sammy Mejia","DePaul",2007,15257,305,"Guard",NA,"DePaul","https://a.espncdn.com/i/teamlogos/ncaa/500/305.png",33.61,5.52,11.39,1.24,3.48,1.88,3.09,2.15,3.76,5.91,2.64,1.03,0.12,1.91,2.09,14.15,33
59,"D.J. Strawberry","Maryland",2007,15354,120,"Guard",NA,"Maryland","https://a.espncdn.com/i/teamlogos/ncaa/500/120.png",31.67,5.39,11.48,1,3,3,4.33,1.33,3.15,4.48,3.45,2.03,0.39,2.09,2.58,14.79,33
1,"Derrick Rose","Memphis",2008,36204,235,"Guard",NA,"Memphis","https://a.espncdn.com/i/teamlogos/ncaa/500/235.png",29.28,5.18,10.85,0.9,2.67,3.72,5.21,1.33,3.21,4.54,4.74,1.21,0.38,2.69,1.72,14.97,39
2,"Michael Beasley","Kansas State",2008,36671,2306,"Forward",NA,"Kansas State","https://a.espncdn.com/i/teamlogos/ncaa/500/2306.png",31.78,9.38,17.59,1.06,2.84,6.59,8.53,4.03,8.59,12.62,1.19,1.25,1.69,2.97,2.56,26.41,32
3,"O.J. Mayo","USC",2008,36057,30,"Guard",NA,"USC","https://a.espncdn.com/i/teamlogos/ncaa/500/30.png",36.75,7.25,16.38,2.69,6.53,3.69,4.59,1.09,3.56,4.66,3.28,1.56,0.41,3.53,2.38,20.88,32
4,"Russell Westbrook","UCLA",2008,31663,26,"Guard",NA,"UCLA","https://a.espncdn.com/i/teamlogos/ncaa/500/26.png",33.74,4.74,10,0.68,1.95,2.82,3.95,1.53,2.37,3.89,4.34,1.66,0.18,2.39,2.37,12.97,38
5,"Kevin Love","UCLA",2008,36059,26,"Center",NA,"UCLA","https://a.espncdn.com/i/teamlogos/ncaa/500/26.png",29.55,5.82,10.29,0.74,2.08,5.08,6.63,3.53,7.08,10.61,1.95,0.58,1.47,2.03,1.84,17.45,38
7,"Eric Gordon","Indiana",2008,36469,84,"Guard",NA,"Indiana","https://a.espncdn.com/i/teamlogos/ncaa/500/84.png",34.69,5.75,13.28,2.19,6.5,7.22,8.66,0.72,2.53,3.25,2.44,1.31,0.62,3.59,2.16,20.91,32
8,"Joe Alexander","West Virginia",2008,27301,277,"Forward",NA,"West Virginia","https://a.espncdn.com/i/teamlogos/ncaa/500/277.png",31.58,6.08,13.17,0.31,1.14,4.39,5.39,1.89,4.5,6.39,2.44,0.72,1.5,2.22,2.86,16.86,36
9,"D.J. Augustin","Texas",2008,31578,251,"Guard",NA,"Texas","https://a.espncdn.com/i/teamlogos/ncaa/500/251.png",37.24,6.32,14.46,1.95,5.11,4.49,5.68,0.51,2.38,2.89,5.78,1.27,0,2.81,1.62,19.08,37
10,"Brook Lopez","Stanford",2008,31765,24,"Forward",NA,"Stanford","https://a.espncdn.com/i/teamlogos/ncaa/500/24.png",30.92,6.81,14.42,0,0.23,5.69,7.12,2.65,5.23,7.88,1.38,0.58,2.15,2.15,2.42,19.31,26
11,"Jerryd Bayless","Arizona",2008,36075,12,"Guard",NA,"Arizona","https://a.espncdn.com/i/teamlogos/ncaa/500/12.png",35.66,5.76,12.59,1.9,4.66,6.17,7.38,0.45,2.38,2.83,4,0.97,0.1,2.97,2.24,19.59,29
12,"Jason Thompson","Rider University",2008,23138,2520,"Forward",NA,"Rider","https://a.espncdn.com/i/teamlogos/ncaa/500/2520.png",34.56,8.16,14.69,0.31,1.03,3.94,6.75,3.47,8.78,12.25,2.72,1.12,2.72,3,2.88,20.56,32
12,"Jason Thompson","Rider University",2008,40200,2302,"Not Available",NA,"John Carroll","https://a.espncdn.com/i/teamlogos/ncaa/500/2302.png",8,1,3,0,0,0,0,1,1,2,0,0,0,1,3,2,1
13,"Brandon Rush","Kansas",2008,28158,2305,"Guard",NA,"Kansas","https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png",29.57,4.81,10.81,2.16,5.05,1.57,1.95,1.49,3.54,5.03,2.16,0.86,0.86,1.84,1.54,13.35,37
