"Player","athlete_id","num_years_college","dpm"
"Chet Holmgren",4433255,1,2.46
"Chet Holmgren",4433255,1,1.86
"Chet Holmgren",4433255,1,4.12
"Chet Holmgren",4433255,1,-5
"Chimezie Metu",3914283,3,-3.57
"Chimezie Metu",3914283,3,-2.22
"Chimezie Metu",3914283,3,-2.15
"Chimezie Metu",3914283,3,-1.76
"Chimezie Metu",3914283,3,-0.13
"Chinanu Onuaku",3147366,2,-1.47
"Chinanu Onuaku",3147366,2,-0.91
"Chinanu Onuaku",3147366,2,-5
"Chinanu Onuaku",3147366,2,-5
"Chinanu Onuaku",3147366,2,-5
"Chinemelu Elonu",30778,3,-1.14
"Chinemelu Elonu",30778,3,-5
"Chinemelu Elonu",30778,3,-5
"Chinemelu Elonu",30778,3,-5
"Chinemelu Elonu",30778,3,-5
"Chris Douglas-Roberts",26973,3,-1.63
"Chris Douglas-Roberts",26973,3,-1.74
"Chris Douglas-Roberts",26973,3,-0.88
"Chris Douglas-Roberts",26973,3,-0.78
"Chris Douglas-Roberts",26973,3,-0.09
"Chris Duarte",4592402,2,-1.33
"Chris Duarte",4592402,2,-1.83
"Chris Duarte",4592402,2,-1.62
"Chris Duarte",4592402,2,-1.1
"Chris Duarte",4592402,2,-1.32
"Chris Livingston",4433622,1,-2.49
"Chris Livingston",4433622,1,-1.89
"Chris Livingston",4433622,1,-1.78
"Chris Livingston",4433622,1,-5
"Chris Livingston",4433622,1,-5
"Chris McCullough",3153165,1,-1.37
"Chris McCullough",3153165,1,-0.54
"Chris McCullough",3153165,1,0.21
"Chris McCullough",3153165,1,-5
"Chris McCullough",3153165,1,-5
"Chris Paul",15176,2,2.4
"Chris Paul",15176,2,3.13
"Chris Paul",15176,2,4.64
"Chris Paul",15176,2,4.88
"Chris Paul",15176,2,5.64
"Chris Richard",15387,4,-2.21
"Chris Richard",15387,4,-2.66
"Chris Richard",15387,4,-5
"Chris Richard",15387,4,-5
"Chris Richard",15387,4,-5
"Chris Singleton",40974,3,-0.73
"Chris Singleton",40974,3,-1.31
"Chris Singleton",40974,3,-2.03
"Chris Singleton",40974,3,-5
"Chris Singleton",40974,3,-5
"Chris Taft",15478,2,-2.15
"Chris Taft",15478,2,-5
"Chris Taft",15478,2,-5
"Chris Taft",15478,2,-5
"Chris Taft",15478,2,-5
"Christian Braun",4431767,3,-1.22
"Christian Braun",4431767,3,-1.25
"Christian Braun",4431767,3,1.23
"Christian Braun",4431767,3,0.75
"Christian Braun",4431767,3,-5
"Christian Koloko",4431778,3,-1.2
"Christian Koloko",4431778,3,-0.76
"Christian Koloko",4431778,3,-1.31
"Christian Koloko",4431778,3,-2.26
"Christian Koloko",4431778,3,-5
"Chuma Okeke",4278052,2,-0.89
"Chuma Okeke",4278052,2,-0.59
"Chuma Okeke",4278052,2,-0.76
"Chuma Okeke",4278052,2,-1.26
"Chuma Okeke",4278052,2,-0.04
"Cleanthony Early",62186,2,-2.21
"Cleanthony Early",62186,2,-3.01
"Cleanthony Early",62186,2,-5
"Cleanthony Early",62186,2,-5
"Cleanthony Early",62186,2,-5
"Coby White",4395651,1,-1.32
"Coby White",4395651,1,-1.5
"Coby White",4395651,1,-1.65
"Coby White",4395651,1,0.22
"Coby White",4395651,1,0.45
"Cody Martin",3138161,4,-0.77
"Cody Martin",3138161,4,-0.04
"Cody Martin",3138161,4,1
"Cody Martin",3138161,4,0.01
"Cody Martin",3138161,4,-0.62
"Cody Williams",4895758,1,-3.72
"Cody Williams",4895758,1,-2.9
"Cody Williams",4895758,1,-5
"Cody Williams",4895758,1,-5
"Cody Williams",4895758,1,-5
"Cody Zeller",56224,2,-0.69
"Cody Zeller",56224,2,-0.07
"Cody Zeller",56224,2,2
"Cody Zeller",56224,2,2.58
"Cody Zeller",56224,2,2.6
"Colby Jones",4433378,3,-3.03
"Colby Jones",4433378,3,-2.44
"Colby Jones",4433378,3,-1.61
"Colby Jones",4433378,3,-1.19
"Colby Jones",4433378,3,-1.26
"Cole Aldrich",36170,3,-3.13
"Cole Aldrich",36170,3,-2.25
"Cole Aldrich",36170,3,-2.44
"Cole Aldrich",36170,3,-0.01
"Cole Aldrich",36170,3,-0.73
"Cole Anthony",4432809,1,-3.07
"Cole Anthony",4432809,1,-1.71
"Cole Anthony",4432809,1,-0.54
"Cole Anthony",4432809,1,-0.75
"Cole Anthony",4432809,1,0.33
"Cole Anthony",4432809,1,-2.41
"Cole Anthony",4432809,1,-1.78
"Cole Anthony",4432809,1,-1.43
"Cole Anthony",4432809,1,-0.99
"Cole Anthony",4432809,1,0.09
"Collin Murray-Boyles",5093267,2,0.28
"Collin Murray-Boyles",5093267,2,-5
"Collin Murray-Boyles",5093267,2,-5
"Collin Murray-Boyles",5093267,2,-5
"Collin Murray-Boyles",5093267,2,-5
"Collin Sexton",4277811,1,-2.07
"Collin Sexton",4277811,1,-1.49
"Collin Sexton",4277811,1,-1.26
"Collin Sexton",4277811,1,-1.98
"Collin Sexton",4277811,1,-1.15
"Colton Iverson",41566,4,-1.14
"Colton Iverson",41566,4,-5
"Colton Iverson",41566,4,-5
"Colton Iverson",41566,4,-5
"Colton Iverson",41566,4,-5
"Cooper Flagg",5041939,1,-0.13
"Cooper Flagg",5041939,1,-5
"Cooper Flagg",5041939,1,-5
"Cooper Flagg",5041939,1,-5
"Cooper Flagg",5041939,1,-5
"Corey Brewer",22151,3,-1.78
"Corey Brewer",22151,3,-1.09
"Corey Brewer",22151,3,-1.84
"Corey Brewer",22151,3,-0.97
"Corey Brewer",22151,3,0.43
"Corey Kispert",4280151,4,-1.4
"Corey Kispert",4280151,4,-0.76
"Corey Kispert",4280151,4,-1.59
"Corey Kispert",4280151,4,-1.45
"Corey Kispert",4280151,4,-1.89
"Cory Jefferson",45990,4,-2.19
"Cory Jefferson",45990,4,-2.47
"Cory Jefferson",45990,4,-5
"Cory Jefferson",45990,4,-5
"Cory Jefferson",45990,4,-5
"Cory Joseph",51445,1,-1.85
"Cory Joseph",51445,1,-1.42
"Cory Joseph",51445,1,0.09
"Cory Joseph",51445,1,0.21
"Cory Joseph",51445,1,-0.78
"Courtney Lee",22628,4,-0.15
"Courtney Lee",22628,4,-0.44
"Courtney Lee",22628,4,-0.65
"Courtney Lee",22628,4,-0.4
"Courtney Lee",22628,4,0.11
"Craig Brackins",36262,3,-2.44
"Craig Brackins",36262,3,-3.35
"Craig Brackins",36262,3,-5
"Craig Brackins",36262,3,-5
"Craig Brackins",36262,3,-5
"Craig Smith",11225,4,-0.94
"Craig Smith",11225,4,-1.01
"Craig Smith",11225,4,-0.94
"Craig Smith",11225,4,-0.32
"Craig Smith",11225,4,-0.67
"D'Angelo Russell",3136776,1,-2.54
"D'Angelo Russell",3136776,1,-1.76
"D'Angelo Russell",3136776,1,-1.09
"D'Angelo Russell",3136776,1,0.61
"D'Angelo Russell",3136776,1,-0.81
"D.J. Augustin",31578,2,0.61
"D.J. Augustin",31578,2,-0.32
"D.J. Augustin",31578,2,-0.82
"D.J. Augustin",31578,2,-2.32
"D.J. Augustin",31578,2,-2.39
"D.J. Strawberry",15354,4,-2.44
"D.J. Strawberry",15354,4,-5
"D.J. Strawberry",15354,4,-5
"D.J. Strawberry",15354,4,-5
"D.J. Strawberry",15354,4,-5
"D.J. White",22340,4,-2.11
"D.J. White",22340,4,0.43
"D.J. White",22340,4,-0.52
"D.J. White",22340,4,-1.83
"D.J. White",22340,4,-0.92
"D.J. Wilson",3136491,3,-2
"D.J. Wilson",3136491,3,-2.68
"D.J. Wilson",3136491,3,-2.68
"D.J. Wilson",3136491,3,-2.67
"D.J. Wilson",3136491,3,-1.92
"Da'Sean Butler",31667,4,-1.83
"Da'Sean Butler",31667,4,-5
"Da'Sean Butler",31667,4,-5
"Da'Sean Butler",31667,4,-5
"Da'Sean Butler",31667,4,-5
"DaJuan Summers",32020,3,-2.61
"DaJuan Summers",32020,3,-3.43
"DaJuan Summers",32020,3,-2.87
"DaJuan Summers",32020,3,-2.85
"DaJuan Summers",32020,3,-5
"DaRon Holmes II",4433607,3,-1.55
"DaRon Holmes II",4433607,3,-0.37
"DaRon Holmes II",4433607,3,-5
"DaRon Holmes II",4433607,3,-5
"DaRon Holmes II",4433607,3,-5
"Daequan Cook",31547,1,-3.03
"Daequan Cook",31547,1,-1.58
"Daequan Cook",31547,1,-2.29
"Daequan Cook",31547,1,-0.05
"Daequan Cook",31547,1,-0.62
"Dakari Johnson",66620,2,-1.19
"Dakari Johnson",66620,2,-5
"Dakari Johnson",66620,2,-5
"Dakari Johnson",66620,2,-5
"Dakari Johnson",66620,2,-5
"Dalano Banton",4397885,2,-1.55
"Dalano Banton",4397885,2,-0.06
"Dalano Banton",4397885,2,-1.31
"Dalano Banton",4397885,2,-1.64
"Dalano Banton",4397885,2,-1.64
"Dalen Terry",4433159,2,-0.61
"Dalen Terry",4433159,2,0.29
"Dalen Terry",4433159,2,-1.32
"Dalen Terry",4433159,2,-0.65
"Dalen Terry",4433159,2,-5
"Dalton Knecht",4897943,3,-0.74
"Dalton Knecht",4897943,3,-1.58
"Dalton Knecht",4897943,3,-5
"Dalton Knecht",4897943,3,-5
"Dalton Knecht",4897943,3,-5
"Damian Jones",66275,3,-2.37
"Damian Jones",66275,3,-2.72
"Damian Jones",66275,3,-1.06
"Damian Jones",66275,3,-0.4
"Damian Jones",66275,3,-0.93
"Damian Jones",66275,3,-0.36
"Damian Jones",66275,3,-1.74
"Damian Jones",66275,3,-1.08
"Damian Jones",66275,3,0.73
"Damian Jones",66275,3,-0.75
"Damian Lillard",41544,4,0.18
"Damian Lillard",41544,4,1.38
"Damian Lillard",41544,4,2.18
"Damian Lillard",41544,4,2.54
"Damian Lillard",41544,4,3.61
"Damion James",31581,4,-1
"Damion James",31581,4,-1.21
"Damion James",31581,4,-0.9
"Damion James",31581,4,-1.81
"Damion James",31581,4,-5
"Damyean Dotson",61674,4,-1.03
"Damyean Dotson",61674,4,-1.58
"Damyean Dotson",61674,4,-1.6
"Damyean Dotson",61674,4,-2.79
"Damyean Dotson",61674,4,-2.46
"Daniel Ewing",5074,4,-2.1
"Daniel Ewing",5074,4,-0.95
"Daniel Ewing",5074,4,-5
"Daniel Ewing",5074,4,-5
"Daniel Ewing",5074,4,-5
"Daniel Gafford",4278049,2,-1.04
"Daniel Gafford",4278049,2,1.68
"Daniel Gafford",4278049,2,0.2
"Daniel Gafford",4278049,2,-0.39
"Daniel Gafford",4278049,2,0.75
"Daniel Gibson",22517,2,0.99
"Daniel Gibson",22517,2,0.33
"Daniel Gibson",22517,2,0.14
"Daniel Gibson",22517,2,-0.03
"Daniel Gibson",22517,2,0.24
"Daniel Hamilton",3147351,2,-1.36
"Daniel Hamilton",3147351,2,-2.22
"Daniel Hamilton",3147351,2,-5
"Daniel Hamilton",3147351,2,-5
"Daniel Hamilton",3147351,2,-5
"Daniel Orton",45884,1,-1.47
"Daniel Orton",45884,1,-2.47
"Daniel Orton",45884,1,-2.52
"Daniel Orton",45884,1,-2.33
"Daniel Orton",45884,1,-5
"Daniel Oturu",4397215,2,-3.31
"Daniel Oturu",4397215,2,-2.4
"Daniel Oturu",4397215,2,-5
"Daniel Oturu",4397215,2,-5
"Daniel Oturu",4397215,2,-5
"Danny Granger",6194,4,0.27
"Danny Granger",6194,4,-0.61
"Danny Granger",6194,4,0.94
"Danny Granger",6194,4,2.68
"Danny Granger",6194,4,3.72
"Danny Green",27017,4,-0.81
"Danny Green",27017,4,-0.89
"Danny Green",27017,4,2.56
"Danny Green",27017,4,2.87
"Danny Green",27017,4,4.01
"Danny Wolf",5107173,3,-1.49
"Danny Wolf",5107173,3,-5
"Danny Wolf",5107173,3,-5
"Danny Wolf",5107173,3,-5
"Danny Wolf",5107173,3,-5
"Dante Cunningham",26961,4,-1.23
"Dante Cunningham",26961,4,-1.05
"Dante Cunningham",26961,4,-0.64
"Dante Cunningham",26961,4,-0.51
"Dante Cunningham",26961,4,-0.58
"Darington Hobson",36419,1,-1.85
"Darington Hobson",36419,1,-2.61
"Darington Hobson",36419,1,-5
"Darington Hobson",36419,1,-5
"Darington Hobson",36419,1,-5
"Dariq Whitehead",4432735,1,-1.74
"Dariq Whitehead",4432735,1,-2.48
"Dariq Whitehead",4432735,1,-2.86
"Dariq Whitehead",4432735,1,-5
"Dariq Whitehead",4432735,1,-5
"Darius Garland",4396907,1,-3.58
"Darius Garland",4396907,1,-1.5
"Darius Garland",4396907,1,1.49
"Darius Garland",4396907,1,2.07
"Darius Garland",4396907,1,0.75
"Darius Johnson-Odom",45571,3,-2.29
"Darius Johnson-Odom",45571,3,-3.26
"Darius Johnson-Odom",45571,3,-5
"Darius Johnson-Odom",45571,3,-5
"Darius Johnson-Odom",45571,3,-5
"Darius Miller",41836,4,1.76
"Darius Miller",41836,4,-1.33
"Darius Miller",41836,4,0.15
"Darius Miller",41836,4,0.59
"Darius Miller",41836,4,-0.55
"Darius Miller",41836,4,-0.92
"Darius Miller",41836,4,-0.2
"Darius Miller",41836,4,-0.48
"Darius Miller",41836,4,-0.81
"Darius Miller",41836,4,-1.34
"Darius Morris",3163079,2,-2.58
"Darius Morris",3163079,2,-2.59
"Darius Morris",3163079,2,-3.17
"Darius Morris",3163079,2,-3.29
"Darius Morris",3163079,2,-5
"Darnell Jackson",22178,4,-3.41
"Darnell Jackson",22178,4,-3.97
"Darnell Jackson",22178,4,-2.91
"Darnell Jackson",22178,4,-5
"Darnell Jackson",22178,4,-5
"Darrell Arthur",31786,2,-1.76
"Darrell Arthur",31786,2,-3.05
"Darrell Arthur",31786,2,-0.63
"Darrell Arthur",31786,2,-0.46
"Darrell Arthur",31786,2,-2.42
"Darren Collison",26892,4,-1.72
"Darren Collison",26892,4,-1.7
"Darren Collison",26892,4,-0.71
"Darren Collison",26892,4,-1.06
"Darren Collison",26892,4,-0.33
"Darrun Hilliard",56181,4,-1.88
"Darrun Hilliard",56181,4,-2.02
"Darrun Hilliard",56181,4,-2.37
"Darrun Hilliard",56181,4,-5
"Darrun Hilliard",56181,4,-5
"David Harrison",5196,3,-0.83
"David Harrison",5196,3,-0.75
"David Harrison",5196,3,-1.75
"David Harrison",5196,3,-1.43
"David Harrison",5196,3,-5
"David Johnson",4592204,2,-1.69
"David Johnson",4609323,2,-1.69
"David Johnson",4592204,2,-5
"David Johnson",4592204,2,-5
"David Johnson",4592204,2,-5
"David Lee",4978,4,0.03
"David Lee",4978,4,1.98
"David Lee",4978,4,0.13
"David Lee",4978,4,-0.03
"David Lee",4978,4,0.24
"David Lee",5708,4,0.03
"David Lee",5708,4,1.98
"David Lee",5708,4,0.13
"David Lee",5708,4,-0.03
"David Lee",5708,4,0.24
"David Noel",11874,4,-2.56
"David Noel",11874,4,-1.93
"David Noel",11874,4,-5
"David Noel",11874,4,-5
"David Noel",11874,4,-5
"David Roddy",4593041,3,-2.5
"David Roddy",4593041,3,-3.29
"David Roddy",4593041,3,-2.14
"David Roddy",4593041,3,-1.77
"David Roddy",4593041,3,-5
"Davion Mitchell",4278053,3,-2.6
"Davion Mitchell",4278053,3,-1.18
"Davion Mitchell",4278053,3,-1.74
"Davion Mitchell",4278053,3,-0.04
"Davion Mitchell",4278053,3,-0.21
"Davon Reed",66130,4,-2.21
"Davon Reed",66130,4,-2.44
"Davon Reed",66130,4,-1.03
"Davon Reed",66130,4,-2.34
"Davon Reed",66130,4,-5
"Day'Ron Sharpe",4432194,1,-1.68
"Day'Ron Sharpe",4432194,1,-0.88
"Day'Ron Sharpe",4432194,1,0.14
"Day'Ron Sharpe",4432194,1,1.05
"Day'Ron Sharpe",4432194,1,1.23
"De'Aaron Fox",4066259,1,-2.51
"De'Aaron Fox",4066259,1,0.3
"De'Aaron Fox",4066259,1,0.72
"De'Aaron Fox",4066259,1,0.76
"De'Aaron Fox",4066259,1,-0.53
"De'Andre Hunter",4065732,2,-1.86
"De'Andre Hunter",4065732,2,-0.71
"De'Andre Hunter",4065732,2,-1.66
"De'Andre Hunter",4065732,2,-1.31
"De'Andre Hunter",4065732,2,-0.76
"DeAndre Daniels",56635,3,-1.14
"DeAndre Daniels",56635,3,-5
"DeAndre Daniels",56635,3,-5
"DeAndre Daniels",56635,3,-5
"DeAndre Daniels",56635,3,-5
"DeAndre Jordan",36142,1,-0.9
"DeAndre Jordan",36142,1,-1.71
"DeAndre Jordan",36142,1,0
"DeAndre Jordan",36142,1,0.29
"DeAndre Jordan",36142,1,0.79
"DeAndre Liggins",41837,3,-1.24
"DeAndre Liggins",41837,3,-0.87
"DeAndre Liggins",41837,3,-0.95
"DeAndre Liggins",41837,3,-1.16
"DeAndre Liggins",41837,3,-1.96
"DeAndre' Bembry",67645,3,-0.89
"DeAndre' Bembry",67645,3,-1.02
"DeAndre' Bembry",67645,3,-1.07
"DeAndre' Bembry",67645,3,-0.97
"DeAndre' Bembry",67645,3,-0.71
"DeJuan Blair",36578,2,0.02
"DeJuan Blair",36578,2,-0.54
"DeJuan Blair",36578,2,-0.75
"DeJuan Blair",36578,2,-0.79
"DeJuan Blair",36578,2,-0.33
"DeMar DeRozan",41016,1,-2.24
"DeMar DeRozan",41016,1,-1.96
"DeMar DeRozan",41016,1,-1.82
"DeMar DeRozan",41016,1,-1.96
"DeMar DeRozan",41016,1,-0.54
"DeMarcus Cousins",45882,1,-1.29
"DeMarcus Cousins",45882,1,-0.7
"DeMarcus Cousins",45882,1,-0.24
"DeMarcus Cousins",45882,1,0.94
"DeMarcus Cousins",45882,1,1.41
"DeMarre Carroll",22107,4,-2.59
"DeMarre Carroll",22107,4,-2.2
"DeMarre Carroll",22107,4,-1.83
"DeMarre Carroll",22107,4,0.88
"DeMarre Carroll",22107,4,1.4
"DeVon Hardin",22477,4,-1.14
"DeVon Hardin",22477,4,-5
"DeVon Hardin",22477,4,-5
"DeVon Hardin",22477,4,-5
"DeVon Hardin",22477,4,-5
"Deandre Ayton",4278129,1,-1.06
"Deandre Ayton",4278129,1,0.09
"Deandre Ayton",4278129,1,1.96
"Deandre Ayton",4278129,1,2.48
"Deandre Ayton",4278129,1,0.74
"Dee Brown",10945,4,-1.01
"Dee Brown",10945,4,0.02
"Dee Brown",10945,4,-0.98
"Dee Brown",10945,4,-5
"Dee Brown",10945,4,-5
"Dejounte Murray",3907497,1,-2.28
"Dejounte Murray",3907497,1,1.5
"Dejounte Murray",3907497,1,1.33
"Dejounte Murray",3907497,1,-0.29
"Dejounte Murray",3907497,1,0.58
"Delon Wright",66236,2,-0.08
"Delon Wright",66236,2,0.25
"Delon Wright",66236,2,1.25
"Delon Wright",66236,2,0.17
"Delon Wright",66236,2,-0.61
"Demetris Nichols",15402,4,-2.48
"Demetris Nichols",15402,4,-2.6
"Demetris Nichols",15402,4,-5
"Demetris Nichols",15402,4,-5
"Demetris Nichols",15402,4,-5
"Demetrius Jackson",66284,3,-1.95
"Demetrius Jackson",66284,3,-1.25
"Demetrius Jackson",66284,3,-0.74
"Demetrius Jackson",66284,3,-5
"Demetrius Jackson",66284,3,-5
"Denham Brown",11223,4,-1.14
"Denham Brown",11223,4,-5
"Denham Brown",11223,4,-5
"Denham Brown",11223,4,-5
"Denham Brown",11223,4,-5
"Dennis Smith Jr.",4065697,1,-1.52
"Dennis Smith Jr.",4065697,1,-2.36
"Dennis Smith Jr.",4065697,1,-2.84
"Dennis Smith Jr.",4065697,1,-1.37
"Dennis Smith Jr.",4065697,1,-0.88
"Denzel Valentine",62615,4,-1.59
"Denzel Valentine",62615,4,-1.13
"Denzel Valentine",62615,4,-1
"Denzel Valentine",62615,4,-1.44
"Denzel Valentine",62615,4,-1.66
"Dereck Lively II",4683688,1,0.91
"Dereck Lively II",4683688,1,1.06
"Dereck Lively II",4683688,1,0.51
"Dereck Lively II",4683688,1,-5
"Dereck Lively II",4683688,1,-5
"Derik Queen",4869780,1,-0.5
"Derik Queen",4869780,1,-5
"Derik Queen",4869780,1,-5
"Derik Queen",4869780,1,-5
"Derik Queen",4869780,1,-5
"Deron Washington",22558,4,-1.14
"Deron Washington",22558,4,-5
"Deron Washington",22558,4,-5
"Deron Washington",22558,4,-5
"Deron Washington",22558,4,-5
"Deron Williams",10947,3,-0.79
"Deron Williams",10947,3,-1.98
"Deron Williams",10947,3,-2.18
"Deron Williams",10947,3,-4.05
"Deron Williams",10947,3,-2.97
"Deron Williams",10947,3,-1.29
"Deron Williams",10947,3,0.41
"Deron Williams",10947,3,1.95
"Deron Williams",10947,3,1.81
"Deron Williams",10947,3,2.34
"Derrick Brown",26936,3,-1.28
"Derrick Brown",26936,3,-0.18
"Derrick Brown",26936,3,-1.29
"Derrick Brown",26936,3,0.49
"Derrick Brown",26936,3,-0.18
"Derrick Brown",26936,3,0.13
"Derrick Brown",26936,3,-0.42
"Derrick Byars",11772,4,-1.27
"Derrick Byars",11772,4,-5
"Derrick Byars",11772,4,-5
"Derrick Byars",11772,4,-5
"Derrick Byars",11772,4,-5
"Derrick Caracter",32008,3,-2.63
"Derrick Caracter",32008,3,-2.5
"Derrick Caracter",32008,3,-5
"Derrick Caracter",32008,3,-5
"Derrick Caracter",32008,3,-5
"Derrick Favors",45521,1,-2.03
"Derrick Favors",45521,1,-1.75
"Derrick Favors",45521,1,0.13
"Derrick Favors",45521,1,-1.21
"Derrick Favors",45521,1,1.17
"Derrick Rose",36204,1,-1.4
"Derrick Rose",36204,1,-0.08
"Derrick Rose",36204,1,2.31
"Derrick Rose",36204,1,2.73
"Derrick Rose",36204,1,2.66
"Derrick White",67845,2,-0.4
"Derrick White",67845,2,1.19
"Derrick White",67845,2,1.75
"Derrick White",67845,2,1.87
"Derrick White",67845,2,0.7
"Derrick White",67845,2,-1.36
"Derrick Williams",45854,2,-1.76
"Derrick Williams",45854,2,-2.68
"Derrick Williams",45854,2,-2.42
"Derrick Williams",45854,2,-2.26
"Derrick Williams",45854,2,-2.4
"Derrick Williams",51560,4,-1.76
"Derrick Williams",51560,4,-2.68
"Derrick Williams",51560,4,-2.42
"Derrick Williams",51560,4,-2.26
"Derrick Williams",51560,4,-2.4
"Deshaun Thomas",51406,3,-1.14
"Deshaun Thomas",51406,3,-5
"Deshaun Thomas",51406,3,-5
"Deshaun Thomas",51406,3,-5
"Deshaun Thomas",51406,3,-5
"Desmond Bane",4066320,5,-1.02
"Desmond Bane",4066320,5,1.99
"Desmond Bane",4066320,5,2.49
"Desmond Bane",4066320,5,1.59
"Desmond Bane",4066320,5,1.45
"Devin Booker",3136193,1,-2.69
"Devin Booker",3136193,1,-1.12
"Devin Booker",3136193,1,-1.17
"Devin Booker",3136193,1,0.15
"Devin Booker",3136193,1,1.62
"Devin Carter",4433188,3,-1
"Devin Carter",4433188,3,-0.42
"Devin Carter",4433188,3,-1.86
"Devin Carter",4433188,3,0.9
"Devin Carter",4433188,3,0.52
"Devin Carter",4433188,3,-0.35
"Devin Carter",4433188,3,0.36
"Devin Ebanks",41840,2,-1.88
"Devin Ebanks",41840,2,-2.07
"Devin Ebanks",41840,2,-2.79
"Devin Ebanks",41840,2,-5
"Devin Ebanks",41840,2,-5
"Devin Vassell",4395630,2,-1.64
"Devin Vassell",4395630,2,-0.1
"Devin Vassell",4395630,2,-0.96
"Devin Vassell",4395630,2,-1.25
"Devin Vassell",4395630,2,-1.27
"Devon Hall",66138,4,-2.16
"Devon Hall",66138,4,-5
"Devon Hall",66138,4,-5
"Devon Hall",66138,4,-5
"Devon Hall",66138,4,-5
"Devonte' Graham",3133601,4,-2.31
"Devonte' Graham",3133601,4,-0.31
"Devonte' Graham",3133601,4,-0.01
"Devonte' Graham",3133601,4,-0.94
"Devonte' Graham",3133601,4,-1.71
"Devyn Marble",51524,4,-0.99
"Devyn Marble",51524,4,-0.99
"Devyn Marble",51524,4,-5
"Devyn Marble",51524,4,-5
"Devyn Marble",51524,4,-5
"Dexter Pittman",31583,4,-2.79
"Dexter Pittman",31583,4,-2.96
"Dexter Pittman",31583,4,-3.88
"Dexter Pittman",31583,4,-3
"Dexter Pittman",31583,4,-5
"Deyonta Davis",3937101,1,-2.71
"Deyonta Davis",3937101,1,-1.81
"Deyonta Davis",3937101,1,-1.41
"Deyonta Davis",3937101,1,-5
"Deyonta Davis",3937101,1,-5
"Diamond Stone",3924880,1,-3.06
"Diamond Stone",3924880,1,-5
"Diamond Stone",3924880,1,-5
"Diamond Stone",3924880,1,-5
"Diamond Stone",3924880,1,-5
"Dijon Thompson",8000,4,-1.48
"Dijon Thompson",8000,4,-2.08
"Dijon Thompson",8000,4,-5
"Dijon Thompson",8000,4,-5
"Dijon Thompson",8000,4,-5
"Dillon Brooks",3155526,3,-2.25
"Dillon Brooks",3155526,3,-1.66
"Dillon Brooks",3155526,3,-1.09
"Dillon Brooks",3155526,3,0.53
"Dillon Brooks",3155526,3,0.85
"Dillon Jones",4702159,4,-2.43
"Dillon Jones",4702159,4,-1.96
"Dillon Jones",5182651,1,-2.43
"Dillon Jones",5182651,1,-1.96
"Dillon Jones",4702159,4,-5
"Dion Waiters",51344,2,-0.13
"Dion Waiters",51344,2,0.12
"Dion Waiters",51344,2,-1.13
"Dion Waiters",51344,2,-0.71
"Dion Waiters",51344,2,0.37
"Dion Waiters",57503,1,-0.13
"Dion Waiters",57503,1,0.12
"Dion Waiters",57503,1,-1.13
"Dion Waiters",57503,1,-0.71
"Dion Waiters",57503,1,0.37
"Domantas Sabonis",3155942,2,-2.71
"Domantas Sabonis",3155942,2,-1.03
"Domantas Sabonis",3155942,2,0.55
"Domantas Sabonis",3155942,2,1.02
"Domantas Sabonis",3155942,2,1.26
"Dominic McGuire",15301,3,-0.94
"Dominic McGuire",15301,3,-2.71
"Dominic McGuire",15301,3,-2.48
"Dominic McGuire",15301,3,-1.84
"Dominic McGuire",15301,3,-1.92
"Dominique Jones",36237,3,-1.21
"Dominique Jones",36237,3,-2.18
"Dominique Jones",36237,3,-1.33
"Dominique Jones",36237,3,-5
"Dominique Jones",36237,3,-5
"Donovan Clingan",5105565,2,-0.65
"Donovan Clingan",5105565,2,1.26
"Donovan Clingan",5105565,2,-5
"Donovan Clingan",5105565,2,-5
"Donovan Clingan",5105565,2,-5
"Donovan Mitchell",3908809,2,1.32
"Donovan Mitchell",3908809,2,2.82
"Donovan Mitchell",3908809,2,2.37
"Donovan Mitchell",3908809,2,3.15
"Donovan Mitchell",3908809,2,3.48
"Donte DiVincenzo",3934673,3,-0.75
"Donte DiVincenzo",3934673,3,0.65
"Donte DiVincenzo",3934673,3,0.47
"Donte DiVincenzo",3934673,3,-0.52
"Donte DiVincenzo",3934673,3,0.1
"Donte Greene",36582,1,-2.79
"Donte Greene",36582,1,-1.61
"Donte Greene",36582,1,-0.77
"Donte Greene",36582,1,0.27
"Donte Greene",36582,1,-0.21
"Doron Lamb",51543,2,-2.54
"Doron Lamb",51543,2,-1.53
"Doron Lamb",51543,2,-5
"Doron Lamb",51543,2,-5
"Doron Lamb",51543,2,-5
"Doug McDermott",51586,4,-2.98
"Doug McDermott",51586,4,-2.71
"Doug McDermott",51586,4,-2.39
"Doug McDermott",51586,4,-1.01
"Doug McDermott",51586,4,-0.71
"Drake Powell",5037873,1,-3.28
"Drake Powell",5037873,1,-5
"Drake Powell",5037873,1,-5
"Drake Powell",5037873,1,-5
"Drake Powell",5037873,1,-5
"Draymond Green",41760,4,-0.65
"Draymond Green",41760,4,1.8
"Draymond Green",41760,4,2.85
"Draymond Green",41760,4,4.55
"Draymond Green",41760,4,4.11
"Dwayne Bacon",3907821,2,-3.26
"Dwayne Bacon",3907821,2,-1.74
"Dwayne Bacon",3907821,2,-2.47
"Dwayne Bacon",3907821,2,-3.44
"Dwayne Bacon",3907821,2,-5
"Dwayne Collins",31999,4,-1.14
"Dwayne Collins",31999,4,-5
"Dwayne Collins",31999,4,-5
"Dwayne Collins",31999,4,-5
