"Player","athlete_id","num_years_college","dpm"
"Dwayne Collins",31999,4,-5
"Dwight Powell",51365,4,-1.68
"Dwight Powell",51365,4,-0.66
"Dwight Powell",51365,4,0.51
"Dwight Powell",51365,4,1.76
"Dwight Powell",51365,4,1.94
"Dylan Harper",5037871,1,-0.67
"Dylan Harper",5037871,1,-5
"Dylan Harper",5037871,1,-5
"Dylan Harper",5037871,1,-5
"Dylan Harper",5037871,1,-5
"Dylan Windler",3906786,4,-1.84
"Dylan Windler",3906786,4,-0.88
"Dylan Windler",3906786,4,-0.85
"Dylan Windler",3906786,4,-0.2
"Dylan Windler",3906786,4,-1.55
"E'Twaun Moore",36152,4,-1.73
"E'Twaun Moore",36152,4,-2.33
"E'Twaun Moore",36152,4,-1.23
"E'Twaun Moore",36152,4,-0.48
"E'Twaun Moore",36152,4,0.03
"E.J. Liddell",4432821,3,-1.74
"E.J. Liddell",4432821,3,-1.19
"E.J. Liddell",4432821,3,-1.86
"E.J. Liddell",4432821,3,-0.85
"E.J. Liddell",4432821,3,-5
"Earl Clark",32006,3,-3.4
"Earl Clark",32006,3,-3.88
"Earl Clark",32006,3,-3.78
"Earl Clark",32006,3,-2.36
"Earl Clark",32006,3,-2.18
"Earl Clark",32006,3,-0.96
"Earl Clark",32006,3,-0.31
"Earl Clark",32006,3,-1.54
"Earl Clark",32006,3,-1.58
"Ed Davis",36668,2,-2.65
"Ed Davis",36668,2,-2.34
"Ed Davis",36668,2,-1.77
"Ed Davis",36668,2,-1.6
"Ed Davis",36668,2,-0.41
"Edmond Sumner",3136485,3,-1.93
"Edmond Sumner",3136485,3,-1.49
"Edmond Sumner",3136485,3,-1.68
"Edmond Sumner",3136485,3,-1.23
"Edmond Sumner",3136485,3,-1.18
"Egor Demin",5175643,1,-1.03
"Egor Demin",5175643,1,-5
"Egor Demin",5175643,1,-5
"Egor Demin",5175643,1,-5
"Egor Demin",5175643,1,-5
"Ekpe Udoh",31889,3,-1.65
"Ekpe Udoh",31889,3,0.05
"Ekpe Udoh",31889,3,-1.02
"Ekpe Udoh",31889,3,-2.01
"Ekpe Udoh",31889,3,-2.06
"Elfrid Payton",56848,3,0.74
"Elfrid Payton",56848,3,0.13
"Elfrid Payton",56848,3,0.55
"Elfrid Payton",56848,3,-1.6
"Elfrid Payton",56848,3,-0.19
"Elijah Hughes",4066446,3,-1.94
"Elijah Hughes",4066446,3,-2.86
"Elijah Hughes",4066446,3,-5
"Elijah Hughes",4066446,3,-5
"Elijah Hughes",4066446,3,-5
"Elliot Williams",41721,2,-1.97
"Elliot Williams",41721,2,-0.45
"Elliot Williams",41721,2,-0.69
"Elliot Williams",41721,2,-1.62
"Elliot Williams",41721,2,-2.38
"Emoni Bates",4433620,2,-2.45
"Emoni Bates",4433620,2,-1.55
"Emoni Bates",4433620,2,-1.88
"Emoni Bates",4433620,2,-5
"Emoni Bates",4433620,2,-5
"Enrique Freeman",4592699,5,-2.81
"Enrique Freeman",4592699,5,-1.85
"Enrique Freeman",4592699,5,-5
"Enrique Freeman",4592699,5,-5
"Enrique Freeman",4592699,5,-5
"Eric Bledsoe",45881,1,-0.93
"Eric Bledsoe",45881,1,0.57
"Eric Bledsoe",45881,1,1.67
"Eric Bledsoe",45881,1,2.13
"Eric Bledsoe",45881,1,2.35
"Eric Gordon",36469,1,-0.47
"Eric Gordon",36469,1,-0.81
"Eric Gordon",36469,1,-0.09
"Eric Gordon",36469,1,0
"Eric Gordon",36469,1,-0.5
"Eric Maynor",27371,4,-1.15
"Eric Maynor",27371,4,-0.96
"Eric Maynor",27371,4,-0.7
"Eric Maynor",27371,4,-2.44
"Eric Maynor",27371,4,-3.68
"Eric Paschall",3133817,4,-1.6
"Eric Paschall",3133817,4,-2.52
"Eric Paschall",3133817,4,-1.31
"Eric Paschall",3133817,4,-5
"Eric Paschall",3133817,4,-5
"Erick Green",45918,4,-3.72
"Erick Green",45918,4,-3.32
"Erick Green",45918,4,-5
"Erick Green",45918,4,-5
"Erick Green",45918,4,-5
"Erik Murphy",46070,4,-2.62
"Erik Murphy",46070,4,-5
"Erik Murphy",46070,4,-5
"Erik Murphy",46070,4,-5
"Erik Murphy",46070,4,-5
"Evan Mobley",4432158,1,-1.16
"Evan Mobley",4432158,1,0.9
"Evan Mobley",4432158,1,0.95
"Evan Mobley",4432158,1,3.3
"Evan Mobley",4432158,1,2.92
"Evan Turner",36135,3,-1.97
"Evan Turner",36135,3,-1.59
"Evan Turner",36135,3,-1.58
"Evan Turner",36135,3,-2.91
"Evan Turner",36135,3,-1.49
"Fab Melo",51343,2,-2.44
"Fab Melo",51343,2,-5
"Fab Melo",51343,2,-5
"Fab Melo",51343,2,-5
"Fab Melo",51343,2,-5
"Festus Ezeli",38505,4,-1.13
"Festus Ezeli",38505,4,-0.97
"Festus Ezeli",38505,4,-1
"Festus Ezeli",38505,4,-0.22
"Festus Ezeli",38505,4,-0.73
"Francisco Garcia",11859,3,-1.15
"Francisco Garcia",11859,3,-0.43
"Francisco Garcia",11859,3,0.76
"Francisco Garcia",11859,3,-0.53
"Francisco Garcia",11859,3,-0.77
"Frank Jackson",4065651,1,-1.24
"Frank Jackson",4065651,1,-2.55
"Frank Jackson",4065651,1,-2.99
"Frank Jackson",4065651,1,-1.02
"Frank Jackson",4065651,1,-1.58
"Frank Kaminsky",56769,4,-0.57
"Frank Kaminsky",56769,4,-0.94
"Frank Kaminsky",56769,4,-1.84
"Frank Kaminsky",56769,4,0.45
"Frank Kaminsky",56769,4,-1.17
"Frank Mason III",67430,4,-1.14
"Frank Mason III",67430,4,-5
"Frank Mason III",67430,4,-5
"Frank Mason III",67430,4,-5
"Frank Mason III",67430,4,-5
"Franz Wagner",4566434,2,-0.68
"Franz Wagner",4566434,2,-0.1
"Franz Wagner",4566434,2,1.65
"Franz Wagner",4566434,2,2.38
"Franz Wagner",4566434,2,1.66
"GG Jackson II",5105550,1,-1.14
"GG Jackson II",5105550,1,-5
"GG Jackson II",5105550,1,-5
"GG Jackson II",5105550,1,-5
"GG Jackson II",5105550,1,-5
"Gabe Pruitt",22161,3,-2.17
"Gabe Pruitt",22161,3,-1.71
"Gabe Pruitt",22161,3,-5
"Gabe Pruitt",22161,3,-5
"Gabe Pruitt",22161,3,-5
"Gani Lawal",36507,3,-1.86
"Gani Lawal",36507,3,-5
"Gani Lawal",36507,3,-5
"Gani Lawal",36507,3,-5
"Gani Lawal",36507,3,-5
"Gary Harris",62613,2,-1.61
"Gary Harris",62613,2,-0.63
"Gary Harris",62613,2,0.07
"Gary Harris",62613,2,0.82
"Gary Harris",62613,2,0.47
"Gary Trent Jr.",4277843,1,-3.13
"Gary Trent Jr.",4277843,1,-0.75
"Gary Trent Jr.",4277843,1,-2.08
"Gary Trent Jr.",4277843,1,-0.19
"Gary Trent Jr.",4277843,1,-0.56
"George Hill",22778,4,-0.92
"George Hill",22778,4,0.65
"George Hill",22778,4,0.24
"George Hill",22778,4,1.07
"George Hill",22778,4,2.67
"George King",66205,4,-1.49
"George King",66205,4,-2.63
"George King",66205,4,-5
"George King",66205,4,-5
"George King",66205,4,-5
"Georges Niang",61212,4,-2.2
"Georges Niang",61212,4,-2.05
"Georges Niang",61212,4,-2.17
"Georges Niang",61212,4,-1.23
"Georges Niang",61212,4,-0.27
"Gerald Henderson",31708,3,-1.36
"Gerald Henderson",31708,3,-1
"Gerald Henderson",31708,3,-2.27
"Gerald Henderson",31708,3,-1.17
"Gerald Henderson",31708,3,-0.72
"Glen Davis",22261,3,-2.74
"Glen Davis",22261,3,-0.83
"Glen Davis",22261,3,-1.35
"Glen Davis",22261,3,-1.52
"Glen Davis",22261,3,-1.33
"Glenn Robinson III",61806,2,-2.62
"Glenn Robinson III",61806,2,-1.71
"Glenn Robinson III",61806,2,-0.64
"Glenn Robinson III",61806,2,-0.63
"Glenn Robinson III",61806,2,-1.48
"Goran Suton",22394,4,-1.14
"Goran Suton",22394,4,-5
"Goran Suton",22394,4,-5
"Goran Suton",22394,4,-5
"Goran Suton",22394,4,-5
"Gordon Hayward",42247,2,-1.18
"Gordon Hayward",42247,2,0.54
"Gordon Hayward",42247,2,0.89
"Gordon Hayward",42247,2,-0.26
"Gordon Hayward",42247,2,2.23
"Gorgui Dieng",51476,3,-0.99
"Gorgui Dieng",51476,3,-0.35
"Gorgui Dieng",51476,3,0.44
"Gorgui Dieng",51476,3,1.36
"Gorgui Dieng",51476,3,-1.28
"Gradey Dick",5106258,1,-2.55
"Gradey Dick",5106258,1,-2.37
"Gradey Dick",5106258,1,-1.83
"Gradey Dick",5106258,1,-5
"Gradey Dick",5106258,1,-5
"Grant Jerrett",61550,1,-2.16
"Grant Jerrett",61550,1,-2.2
"Grant Jerrett",61550,1,-5
"Grant Jerrett",61550,1,-5
"Grant Jerrett",61550,1,-5
"Grant Riller",3912295,4,-1.93
"Grant Riller",3912295,4,-1.75
"Grant Riller",3912295,4,-5
"Grant Riller",3912295,4,-5
"Grant Riller",3912295,4,-5
"Grant Williams",4066218,3,-1.19
"Grant Williams",4066218,3,-1.95
"Grant Williams",4066218,3,-2.52
"Grant Williams",4066218,3,-1
"Grant Williams",4066218,3,-1.5
"Grant Williams",4066218,3,-0.63
"Grant Williams",4066218,3,0.13
"Grant Williams",4066218,3,-1.37
"Grayson Allen",3135045,4,-2.42
"Grayson Allen",3135045,4,-1.58
"Grayson Allen",3135045,4,-0.38
"Grayson Allen",3135045,4,-0.13
"Grayson Allen",3135045,4,0.37
"Greg Brown III",4432161,1,-1.82
"Greg Brown III",4432161,1,-2.1
"Greg Brown III",4432161,1,-2.51
"Greg Brown III",4432161,1,-5
"Greg Brown III",4432161,1,-5
"Greg Monroe",41733,2,0.79
"Greg Monroe",41733,2,-0.57
"Greg Monroe",41733,2,-0.08
"Greg Monroe",41733,2,-0.68
"Greg Monroe",41733,2,0.19
"Greg Oden",31545,1,-0.64
"Greg Oden",31545,1,1.14
"Greg Oden",31545,1,1.69
"Greg Oden",31545,1,1.88
"Greg Oden",31545,1,1.29
"Greivis Vasquez",32018,4,-1.06
"Greivis Vasquez",32018,4,0.2
"Greivis Vasquez",32018,4,0.32
"Greivis Vasquez",32018,4,0.66
"Greivis Vasquez",32018,4,-0.61
"Guillermo Diaz",15434,3,-2.28
"Guillermo Diaz",15434,3,-5
"Guillermo Diaz",15434,3,-5
"Guillermo Diaz",15434,3,-5
"Guillermo Diaz",15434,3,-5
"Hakim Warrick",5002,4,-2.54
"Hakim Warrick",5002,4,-3.25
"Hakim Warrick",5002,4,-3.48
"Hakim Warrick",5002,4,-1.95
"Hakim Warrick",5002,4,-3.08
"Hamidou Diallo",4080610,1,-2.89
"Hamidou Diallo",4080610,1,-2.75
"Hamidou Diallo",4080610,1,-2.47
"Hamidou Diallo",4080610,1,-0.98
"Hamidou Diallo",4080610,1,-0.27
"Harrison Barnes",51385,2,-1.01
"Harrison Barnes",51385,2,-1.61
"Harrison Barnes",51385,2,0.73
"Harrison Barnes",51385,2,-0.16
"Harrison Barnes",51385,2,-0.31
"Harrison Ingram",4433618,3,-1.82
"Harrison Ingram",4433618,3,-1.41
"Harrison Ingram",4433618,3,-5
"Harrison Ingram",4433618,3,-5
"Harrison Ingram",4433618,3,-5
"Harry Giles III",4065649,1,-1.39
"Harry Giles III",4065649,1,-1.88
"Harry Giles III",4065649,1,-0.94
"Harry Giles III",4065649,1,-1.55
"Harry Giles III",4065649,1,-1.58
"Hasheem Thabeet",31559,3,-0.94
"Hasheem Thabeet",31559,3,-2.23
"Hasheem Thabeet",31559,3,-2.24
"Hasheem Thabeet",31559,3,-0.48
"Hasheem Thabeet",31559,3,-1.93
"Hassan Adams",11309,4,-0.84
"Hassan Adams",11309,4,-1.32
"Hassan Adams",11309,4,-5
"Hassan Adams",11309,4,-5
"Hassan Adams",11309,4,-5
"Hassan Whiteside",46133,1,-1.67
"Hassan Whiteside",46133,1,-1.11
"Hassan Whiteside",46133,1,1.25
"Hassan Whiteside",46133,1,1.45
"Hassan Whiteside",46133,1,1.17
"Henry Ellenson",3906522,1,-3.32
"Henry Ellenson",3906522,1,-2.8
"Henry Ellenson",3906522,1,-2.55
"Henry Ellenson",3906522,1,-2.76
"Henry Ellenson",3906522,1,-1.82
"Henry Walker",34658,2,-2.15
"Henry Walker",34658,2,-0.2
"Henry Walker",34658,2,-0.29
"Henry Walker",34658,2,-0.76
"Henry Walker",34658,2,-0.48
"Herbert Hill",11294,4,-1.77
"Herbert Hill",11294,4,-5
"Herbert Hill",11294,4,-5
"Herbert Hill",11294,4,-5
"Herbert Hill",11294,4,-5
"Herbert Jones",4277813,4,0.93
"Herbert Jones",4277813,4,1.05
"Herbert Jones",4277813,4,2.08
"Herbert Jones",4277813,4,1.49
"Herbert Jones",4277813,4,0.77
"Hilton Armstrong",11222,4,-2.6
"Hilton Armstrong",11222,4,-3.05
"Hilton Armstrong",11222,4,-2.51
"Hilton Armstrong",11222,4,-2.52
"Hilton Armstrong",11222,4,-2.72
"Hunter Tyson",4395620,5,-2.12
"Hunter Tyson",4395620,5,-2.05
"Hunter Tyson",4395620,5,-3.23
"Hunter Tyson",4395620,5,-5
"Hunter Tyson",4395620,5,-5
"Ignas Brazdeikis",4397205,1,-1.36
"Ignas Brazdeikis",4397205,1,-3.13
"Ignas Brazdeikis",4397205,1,-2.56
"Ignas Brazdeikis",4397205,1,-5
"Ignas Brazdeikis",4397205,1,-5
"Ike Anigbogu",4066424,1,-1.55
"Ike Anigbogu",4066424,1,-1.29
"Ike Anigbogu",4066424,1,-5
"Ike Anigbogu",4066424,1,-5
"Ike Anigbogu",4066424,1,-5
"Ike Diogu",10956,3,-1.52
"Ike Diogu",10956,3,-1.89
"Ike Diogu",10956,3,-1.89
"Ike Diogu",10956,3,-2.01
"Ike Diogu",10956,3,-2.39
"Iman Shumpert",40975,3,-0.08
"Iman Shumpert",40975,3,0.68
"Iman Shumpert",40975,3,1.02
"Iman Shumpert",40975,3,1.01
"Iman Shumpert",40975,3,0.55
"Immanuel Quickley",4395724,2,0.33
"Immanuel Quickley",4395724,2,1.23
"Immanuel Quickley",4395724,2,1.76
"Immanuel Quickley",4395724,2,0.64
"Immanuel Quickley",4395724,2,0.69
"Isaac Okoro",4432822,1,-2.18
"Isaac Okoro",4432822,1,-0.2
"Isaac Okoro",4432822,1,0.38
"Isaac Okoro",4432822,1,0.52
"Isaac Okoro",4432822,1,0.79
"Isaiah Canaan",45836,4,-2.09
"Isaiah Canaan",45836,4,-1.41
"Isaiah Canaan",45836,4,-1.97
"Isaiah Canaan",45836,4,-2.41
"Isaiah Canaan",45836,4,-1.17
"Isaiah Collier",4683766,1,-2.43
"Isaiah Collier",4683766,1,-1.88
"Isaiah Collier",4683766,1,-5
"Isaiah Collier",4683766,1,-5
"Isaiah Collier",4683766,1,-5
"Isaiah Cousins",61662,4,-1.14
"Isaiah Cousins",61662,4,-5
"Isaiah Cousins",61662,4,-5
"Isaiah Cousins",61662,4,-5
"Isaiah Cousins",61662,4,-5
"Isaiah Jackson",4432170,1,-0.51
"Isaiah Jackson",4432170,1,-1.04
"Isaiah Jackson",4432170,1,0.5
"Isaiah Jackson",4432170,1,0.73
"Isaiah Jackson",4432170,1,-0.29
"Isaiah Joe",4395702,2,-1.34
"Isaiah Joe",4395702,2,-1.6
"Isaiah Joe",4395702,2,0.28
"Isaiah Joe",4395702,2,1.29
"Isaiah Joe",4395702,2,1.12
"Isaiah Livers",4277957,4,-1.35
"Isaiah Livers",4277957,4,-1.3
"Isaiah Livers",4277957,4,-1.7
"Isaiah Livers",4277957,4,-1.63
"Isaiah Livers",4277957,4,-5
"Isaiah Mobley",4432815,3,-1.89
"Isaiah Mobley",4432815,3,-1.73
"Isaiah Mobley",4432815,3,-2.29
"Isaiah Mobley",4432815,3,-1.68
"Isaiah Mobley",4432815,3,-5
"Isaiah Roby",4066392,3,-2.67
"Isaiah Roby",4066392,3,-2.5
"Isaiah Roby",4066392,3,-1.15
"Isaiah Roby",4066392,3,-1.47
"Isaiah Roby",4066392,3,-5
"Isaiah Stewart",4432810,1,-0.49
"Isaiah Stewart",4432810,1,-2.24
"Isaiah Stewart",4432810,1,-1.06
"Isaiah Stewart",4432810,1,-0.84
"Isaiah Stewart",4432810,1,-0.9
"Isaiah Thomas",41021,3,0.36
"Isaiah Thomas",41021,3,0.19
"Isaiah Thomas",41021,3,1.15
"Isaiah Thomas",41021,3,1.5
"Isaiah Thomas",41021,3,0.8
"Isaiah Whitehead",3136477,2,-1.02
"Isaiah Whitehead",3136477,2,-2.07
"Isaiah Whitehead",3136477,2,-2.08
"Isaiah Whitehead",3136477,2,-5
"Isaiah Whitehead",3136477,2,-5
"Isaiah Wong",4431727,4,-1.94
"Isaiah Wong",4431727,4,-2.07
"Isaiah Wong",4431727,4,-2.64
"Isaiah Wong",4431727,4,-5
"Isaiah Wong",4431727,4,-5
"Ivan Rabb",3917378,2,-2.18
"Ivan Rabb",3917378,2,-0.47
"Ivan Rabb",3917378,2,-0.53
"Ivan Rabb",3917378,2,-5
"Ivan Rabb",3917378,2,-5
"J.P. Tokoto",61654,3,-1.14
"J.P. Tokoto",61654,3,-5
"J.P. Tokoto",61654,3,-5
"J.P. Tokoto",61654,3,-5
"J.P. Tokoto",61654,3,-5
"J.R. Giddens",15187,4,-1.61
"J.R. Giddens",15187,4,-1.8
"J.R. Giddens",15187,4,-5
"J.R. Giddens",15187,4,-5
"J.R. Giddens",15187,4,-5
"JD Davison",4576085,1,-1.93
"JD Davison",4576085,1,0.24
"JD Davison",4576085,1,-1.68
"JD Davison",4576085,1,-0.42
"JD Davison",4576085,1,-5
"JJ Hickson",36375,1,-3.34
"JJ Hickson",36375,1,-3.1
"JJ Hickson",36375,1,-4.05
"JJ Hickson",36375,1,-2.83
"JJ Hickson",36375,1,-2.29
"JJ Redick",11144,4,-1.39
"JJ Redick",11144,4,-1.69
"JJ Redick",11144,4,-1.44
"JJ Redick",11144,4,-0.42
"JJ Redick",11144,4,-0.58
"JT Thor",4702233,1,-1.71
"JT Thor",4702233,1,-2.78
"JT Thor",4702233,1,-1.76
"JT Thor",4702233,1,-3.21
"JT Thor",4702233,1,-2.98
"Ja Morant",4279888,2,-0.96
"Ja Morant",4279888,2,-0.38
"Ja Morant",4279888,2,2.46
"Ja Morant",4279888,2,2.18
"Ja Morant",4279888,2,1.99
"Ja'Kobe Walter",4684272,1,-1.28
"Ja'Kobe Walter",4684272,1,0.43
"Ja'Kobe Walter",4684272,1,-5
"Ja'Kobe Walter",4684272,1,-5
"Ja'Kobe Walter",4684272,1,-5
"JaJuan Johnson",36150,4,-4.27
"JaJuan Johnson",36150,4,-5
"JaJuan Johnson",36150,4,-5
"JaJuan Johnson",36150,4,-5
"JaJuan Johnson",36150,4,-5
"JaVale McGee",32080,2,-2.56
"JaVale McGee",32080,2,-3.11
"JaVale McGee",32080,2,-1.54
"JaVale McGee",32080,2,-2.58
"JaVale McGee",32080,2,-2.08
"Jabari Bird",66327,4,-1.2
"Jabari Bird",66327,4,-1.44
"Jabari Bird",66327,4,-5
"Jabari Bird",66327,4,-5
"Jabari Bird",66327,4,-5
"Jabari Parker",66562,1,-1.52
"Jabari Parker",66562,1,-1.21
"Jabari Parker",66562,1,-0.79
"Jabari Parker",66562,1,-1.17
"Jabari Parker",66562,1,-0.43
"Jabari Parker",66562,1,-3.44
"Jabari Parker",66562,1,-3.06
"Jabari Parker",66562,1,-1.66
"Jabari Parker",66562,1,-0.24
"Jabari Smith Jr.",4432639,1,-2.56
"Jabari Smith Jr.",4432639,1,-1.16
"Jabari Smith Jr.",4432639,1,0.02
"Jabari Smith Jr.",4432639,1,0.51
"Jabari Smith Jr.",4432639,1,-5
"Jabari Walker",4432446,2,-1.52
"Jabari Walker",4432446,2,-1.21
"Jabari Walker",4432446,2,-0.79
"Jabari Walker",4432446,2,-1.17
"Jabari Walker",4432446,2,-0.43
"Jabari Walker",4432446,2,-3.44
"Jabari Walker",4432446,2,-3.06
"Jabari Walker",4432446,2,-1.66
"Jabari Walker",4432446,2,-0.24
"Jack McClinton",23242,4,-1.14
"Jack McClinton",23242,4,-5
"Jack McClinton",23242,4,-5
"Jack McClinton",23242,4,-5
"Jack McClinton",23242,4,-5
"Jacob Evans",3934621,3,-2.62
"Jacob Evans",3934621,3,-3.16
"Jacob Evans",3934621,3,-5
"Jacob Evans",3934621,3,-5
"Jacob Evans",3934621,3,-5
"Jaden Ivey",4433218,2,-2.29
"Jaden Ivey",4433218,2,-2.44
"Jaden Ivey",4433218,2,-1.18
"Jaden Ivey",4433218,2,-1.79
"Jaden Ivey",4433218,2,-5
"Jaden McDaniels",4431671,1,-1.84
"Jaden McDaniels",4431671,1,-0.74
"Jaden McDaniels",4431671,1,-0.13
"Jaden McDaniels",4431671,1,0.23
"Jaden McDaniels",4431671,1,1.23
"Jaden McDaniels",4431671,1,-2.53
"Jaden McDaniels",4431671,1,-1.86
"Jaden McDaniels",4431671,1,-1.32
"Jaden McDaniels",4431671,1,-0.1
"Jaden McDaniels",4431671,1,-1.81
"Jaden Springer",4432164,1,-0.99
"Jaden Springer",4432164,1,-1.23
"Jaden Springer",4432164,1,-0.3
"Jaden Springer",4432164,1,-0.54
"Jaden Springer",4432164,1,-0.43
"Jae Crowder",51394,2,-0.46
"Jae Crowder",51394,2,1.29
"Jae Crowder",51394,2,1.45
"Jae Crowder",51394,2,1.96
"Jae Crowder",51394,2,1.89
"Jahlil Okafor",3135048,1,-1.36
"Jahlil Okafor",3135048,1,-2.71
"Jahlil Okafor",3135048,1,-2.8
"Jahlil Okafor",3135048,1,-2.3
"Jahlil Okafor",3135048,1,-1.81
"Jahmai Mashack",4683934,4,-2.55
"Jahmai Mashack",4683934,4,-5
"Jahmai Mashack",4683934,4,-5
"Jahmai Mashack",4683934,4,-5
"Jahmai Mashack",4683934,4,-5
"Jahmi'us Ramsey",4431688,1,-1.96
"Jahmi'us Ramsey",4431688,1,-2.11
"Jahmi'us Ramsey",4431688,1,-1.89
"Jahmi'us Ramsey",4431688,1,-5
"Jahmi'us Ramsey",4431688,1,-5
"Jaime Jaquez Jr.",4432848,4,-1.45
"Jaime Jaquez Jr.",4432848,4,-0.85
"Jaime Jaquez Jr.",4432848,4,-0.64
"Jaime Jaquez Jr.",4432848,4,-5
"Jaime Jaquez Jr.",4432848,4,-5
"Jake LaRavia",4592691,3,-1.3
"Jake LaRavia",4592691,3,-0.65
"Jake LaRavia",4592691,3,-0.92
"Jake LaRavia",4592691,3,-0.28
"Jake LaRavia",4592691,3,-5
"Jake Layman",61796,4,-2.47
"Jake Layman",61796,4,-2.16
"Jake Layman",61796,4,-1.45
"Jake Layman",61796,4,-1.05
"Jake Layman",61796,4,-0.4
"Jakob Poeltl",3134908,2,0.06
"Jakob Poeltl",3134908,2,0.67
"Jakob Poeltl",3134908,2,0.54
"Jakob Poeltl",3134908,2,1.44
"Jakob Poeltl",3134908,2,1.69
"Jalen Brunson",3934672,3,-0.98
"Jalen Brunson",3934672,3,-0.43
"Jalen Brunson",3934672,3,0.95
"Jalen Brunson",3934672,3,1.26
"Jalen Brunson",3934672,3,1.99
"Jalen Duren",4433621,1,-0.84
"Jalen Duren",4433621,1,-1.53
"Jalen Duren",4433621,1,1.08
"Jalen Duren",4433621,1,2.14
"Jalen Duren",4433621,1,-5
"Jalen Harris",4066718,4,-1.26
"Jalen Harris",4066998,3,-1.26
"Jalen Harris",4066718,4,-5
"Jalen Harris",4066718,4,-5
"Jalen Harris",4066718,4,-5
"Jalen Hood-Schifino",5105797,1,-2.7
"Jalen Hood-Schifino",5105797,1,-2.72
"Jalen Hood-Schifino",5105797,1,-3.18
"Jalen Hood-Schifino",5105797,1,-5
"Jalen Hood-Schifino",5105797,1,-5
"Jalen Johnson",4066216,5,-2.42
"Jalen Johnson",4066216,5,0.24
"Jalen Johnson",4066216,5,-0.11
"Jalen Johnson",4066216,5,1.55
"Jalen Johnson",4066216,5,0.83
"Jalen Johnson",4066216,5,-1.12
"Jalen Johnson",4066216,5,-1.3
"Jalen Johnson",4066216,5,-0.3
"Jalen Johnson",4066216,5,-2.75
"Jalen Johnson",4066216,5,1.19
"Jalen Johnson",4066216,5,-2.67
"Jalen Johnson",4066817,4,-2.42
"Jalen Johnson",4066817,4,0.24
"Jalen Johnson",4066817,4,-0.11
"Jalen Johnson",4066817,4,1.55
"Jalen Johnson",4066817,4,0.83
"Jalen Johnson",4066817,4,-1.12
"Jalen Johnson",4066817,4,-1.3
"Jalen Johnson",4066817,4,-0.3
"Jalen Johnson",4066817,4,-2.75
"Jalen Johnson",4066817,4,1.19
"Jalen Johnson",4066817,4,-2.67
"Jalen Johnson",4594013,5,-2.42
"Jalen Johnson",4594013,5,0.24
"Jalen Johnson",4594013,5,-0.11
"Jalen Johnson",4594013,5,1.55
"Jalen Johnson",4594013,5,0.83
"Jalen Johnson",4594013,5,-1.12
"Jalen Johnson",4594013,5,-1.3
"Jalen Johnson",4594013,5,-0.3
"Jalen Johnson",4594013,5,-2.75
"Jalen Johnson",4594013,5,1.19
"Jalen Johnson",4594013,5,-2.67
"Jalen Johnson",4598711,2,-2.42
"Jalen Johnson",4598711,2,0.24
"Jalen Johnson",4598711,2,-0.11
"Jalen Johnson",4598711,2,1.55
"Jalen Johnson",4598711,2,0.83
"Jalen Johnson",4598711,2,-1.12
"Jalen Johnson",4598711,2,-1.3
"Jalen Johnson",4598711,2,-0.3
"Jalen Johnson",4598711,2,-2.75
"Jalen Johnson",4598711,2,1.19
"Jalen Johnson",4598711,2,-2.67
"Jalen Johnson",4701230,1,-2.42
"Jalen Johnson",4701230,1,0.24
"Jalen Johnson",4701230,1,-0.11
"Jalen Johnson",4701230,1,1.55
"Jalen Johnson",4701230,1,0.83
"Jalen Johnson",4701230,1,-1.12
"Jalen Johnson",4701230,1,-1.3
"Jalen Johnson",4701230,1,-0.3
"Jalen Johnson",4701230,1,-2.75
"Jalen Johnson",4701230,1,1.19
"Jalen Johnson",4701230,1,-2.67
"Jalen McDaniels",4066731,2,-1.84
"Jalen McDaniels",4066731,2,-0.74
"Jalen McDaniels",4066731,2,-0.13
"Jalen McDaniels",4066731,2,0.23
"Jalen McDaniels",4066731,2,1.23
"Jalen McDaniels",4066731,2,-2.53
"Jalen McDaniels",4066731,2,-1.86
"Jalen McDaniels",4066731,2,-1.32
"Jalen McDaniels",4066731,2,-0.1
"Jalen McDaniels",4066731,2,-1.81
"Jalen Pickett",4398390,5,-1.06
"Jalen Pickett",4398390,5,-2.34
"Jalen Pickett",4398390,5,-2.03
"Jalen Pickett",4398390,5,-5
"Jalen Pickett",4398390,5,-5
"Jalen Slawson",4398207,5,-2.04
"Jalen Slawson",4398207,5,-0.37
"Jalen Slawson",4398207,5,-5
"Jalen Slawson",4398207,5,-5
"Jalen Slawson",4398207,5,-5
"Jalen Smith",4397189,2,-3.07
"Jalen Smith",4397189,2,-0.96
"Jalen Smith",4397189,2,-1.42
"Jalen Smith",4397189,2,-0.74
"Jalen Smith",4397189,2,1.15
"Jalen Smith",4397189,2,-2.62
"Jalen Smith",4397189,2,-1.5
"Jalen Smith",4397189,2,-2.48
"Jalen Smith",4397189,2,-1.93
"Jalen Smith",4397189,2,-0.72
"Jalen Suggs",4432165,1,-2.21
"Jalen Suggs",4432165,1,-0.78
"Jalen Suggs",4432165,1,1.39
"Jalen Suggs",4432165,1,1.53
"Jalen Suggs",4432165,1,2.09
"Jalen Williams",4593803,3,-0.39
"Jalen Williams",4593803,3,1.96
"Jalen Williams",4593803,3,2.44
"Jalen Williams",4593803,3,2
"Jalen Williams",4593803,3,-1.61
"Jalen Williams",4593803,3,-0.71
"Jalen Williams",4593803,3,-1.21
"Jalen Williams",4593803,3,-1.3
